State,D1 Solar Window LT,D1 Bath LT,D2 (Window Bath Roof) LT,Home CPA ( Roof Siding gutter Doors),D5 Roof LT,Sidings LG,Roofing LG,Flooring LG,Bathroom LG,Cabinets LG,,,
,66667,6875,17110,17110,37023,22193,20779,15095,76124,43216,,,
,66675,6876,17111,17111,37028,22201,20781,15096,76131,43217,,,
,66683,6877,17112,17112,37029,22202,20782,15101,76135,43218,,,
,66699,6879,17113,17113,37032,22203,20783,15102,76161,43219,,,
,66701,7820,17120,17120,37035,22204,20784,15106,76166,43220,,,
,66711,7821,17121,17121,37036,22205,20785,15108,76185,43221,,,
,66712,7822,17122,17122,37040,22206,20794,15110,76198,43222,,,
,66716,7823,17123,17123,37042,22207,20812,15112,76117,43223,,,
,66734,7825,17124,17124,37043,22213,20814,15116,76244,43224,,,
,66735,7826,17125,17125,37044,22301,20815,15120,44001,43226,,,
,66738,7827,17126,17126,37050,22302,20816,15122,44012,43227,,,
,66741,7828,17127,17127,37051,22303,20817,15123,44024,43228,,,
,66746,7829,17128,17128,37052,22304,20818,15126,44035,43229,,,
,66754,7830,17129,17129,37055,22305,20832,15127,44039,43230,,,
,66756,7831,17130,17130,37058,22306,20833,15129,44053,43231,,,
,66758,7832,17140,17140,37061,22307,20837,15131,44060,43232,,,
,66761,7833,17177,17177,37062,22308,20838,15132,44070,43234,,,
,66767,7836,17201,17201,37078,22309,20839,15133,44090,43235,,,
,66769,7838,17202,17202,37079,22310,20841,15134,44133,43236,,,
,66775,7839,17210,17210,37082,22311,20850,15135,44134,43240,,,
,66779,7840,17212,17212,37101,22312,20851,15136,44136,43251,,,
,66780,7843,17213,17213,37134,22314,20852,15137,44138,43260,,,
,66801,7844,17214,17214,37140,22315,20853,15139,44145,43266,,,
,66830,7846,17215,17215,37142,22601,20854,15140,44147,43268,,,
,66833,7848,17217,17217,37165,22602,20855,15142,44202,43270,,,
,66834,7850,17219,17219,37171,22610,20860,15143,44212,43271,,,
,66835,7851,17220,17220,37175,22611,20861,15144,44224,43272,,,
,66839,7852,17221,17221,37178,22620,20862,15145,44256,43279,,,
,66846,7853,17223,17223,37181,22623,20866,15146,44266,43287,,,
,66849,7855,17225,17225,37185,22627,20868,15147,44273,43291,,,
,66852,7857,17228,17228,37187,22630,20871,15201,44281,43301,,,
,66854,7860,17229,17229,37191,22639,20872,15202,44312,43302,,,
,66855,7863,17231,17231,38221,22640,20874,15203,44313,43311,,,
,66856,7865,17232,17232,38222,22642,20876,15204,44333,43314,,,
,66857,7870,17233,17233,38256,22643,20877,15205,44870,43315,,,
,66860,7874,17235,17235,38320,22663,20878,15206,43082,43316,,,
,66864,7875,17236,17236,38333,22701,20879,15207,43016,43317,,,
,66865,7876,17237,17237,42038,22712,20882,15208,43017,43318,,,
,66868,7877,17238,17238,42204,22713,20886,15209,43085,43319,,,
,66871,7879,17239,17239,42211,22716,20895,15210,43119,43320,,,
,83301,7880,17240,17240,42215,22718,20901,15211,43026,43321,,,
,83302,7881,17241,17241,42217,22720,20902,15212,43123,43322,,,
,83303,7882,17243,17243,42220,22724,20903,15213,43204,43323,,,
,83313,7890,17244,17244,42223,22726,20904,15214,43202,43324,,,
,83314,7921,17246,17246,42232,22728,20905,15215,43201,43325,,,
,83316,7930,17247,17247,42234,22729,20906,15216,43206,43330,,,
,83320,7934,17249,17249,42236,22733,20910,15217,43203,43332,,,
,83321,7977,17250,17250,42240,22734,20912,15218,43224,43333,,,
,83322,7979,17251,17251,42254,22735,21001,15219,43205,43334,,,
,83324,8504,17252,17252,42262,22736,21009,15220,43207,43335,,,
,83325,8525,17253,17253,42266,22737,21012,15221,43209,43336,,,
,83327,8530,17254,17254,42286,22740,21013,15222,43081,43337,,,
,83328,8534,17255,17255,42345,22741,21014,15223,43125,43338,,,
,83330,8540,17256,17256,42408,22746,21015,15224,43230,43342,,,
,83332,8541,17257,17257,42442,22747,21028,15225,43213,43343,,,
,83333,8542,17260,17260,42445,22749,21029,15226,43054,43344,,,
,83334,8544,17261,17261,42453,22432,21030,15227,43004,43347,,,
,83335,8551,17262,17262,42464,22435,21032,15228,43110,43348,,,
,83337,8553,17263,17263,29006,22473,21034,15229,43109,43349,,,
,83338,8556,17264,17264,29009,22482,21035,15230,43064,43350,,,
,83340,8557,17265,17265,29010,22503,21036,15231,78009,43351,,,
,83341,8558,17266,17266,29015,22511,21037,15232,78028,43356,,,
,83344,8559,17267,17267,29016,22539,21040,15233,78109,43357,,,
,83348,8801,17268,17268,29020,22576,21042,15234,78211,43358,,,
,83349,8802,17270,17270,29030,22578,21043,15235,78214,43359,,,
,83352,8803,17271,17271,29032,23025,21044,15236,78217,43360,,,
,83353,8804,17272,17272,29033,23032,21045,15237,78218,43701,,,
,83354,8808,17301,17301,29036,23043,21046,15238,78233,43702,,,
,83355,8809,17302,17302,29040,23045,21047,15239,78250,43720,,,
,83602,8821,17303,17303,29044,23056,21048,15240,78253,43721,,,
,83604,8822,17304,17304,29045,23061,21050,15241,78255,43725,,,
,83605,8825,17306,17306,29047,23062,21051,15242,78657,43727,,,
,83606,8826,17307,17307,29051,23068,21053,15243,78612,43730,,,
,83607,8827,17309,17309,29052,23070,21054,15244,78633,43731,,,
,83610,8829,17310,17310,29053,23071,21057,15250,78634,43732,,,
,83611,8833,17311,17311,29054,23072,21060,15251,78660,43734,,,
,83612,8834,17312,17312,29061,23076,21061,15252,78666,43735,,,
,83615,8848,17313,17313,29063,23079,21074,15253,78748,43738,,,
,83616,8853,17314,17314,29065,23092,21075,15254,78754,43739,,,
,83617,8858,17315,17315,29070,23109,21076,15255,78758,43740,,,
,83619,8865,17316,17316,29072,23119,21077,15257,78941,43746,,,
,83622,8867,17317,17317,29073,23128,21078,15258,75025,43748,,,
,83623,8868,17318,17318,29074,23130,21082,15259,75052,43750,,,
,83624,8870,17319,17319,29075,23149,21085,15260,75074,43756,,,
,83626,8876,17320,17320,29078,23169,21087,15261,75137,43758,,,
,83627,8885,17321,17321,29080,23175,21090,15262,75217,43760,,,
,83628,8886,17322,17322,29104,23176,21093,15264,75227,43761,,,
,83629,8887,17323,17323,29108,23303,21102,15265,75253,43762,,,
,83630,8888,17324,17324,29114,23306,21104,15267,76018,43764,,,
,83631,8889,17325,17325,29122,23308,21108,15268,76021,43766,,,
,83632,12501,17326,17326,29123,23310,21111,15270,76022,43767,,,
,83633,12504,17327,17327,29125,23314,21113,15272,76040,43771,,,
,83634,12506,17329,17329,29126,23315,21114,15274,75034,43777,,,
,83635,12507,17331,17331,29127,23320,21117,15275,75035,43782,,,
,83636,12508,17332,17332,29128,23321,21120,15276,75116,43783,,,
,83637,12510,17333,17333,29130,23322,21122,15277,75141,43791,,,
,83638,12511,17334,17334,29135,23323,21128,15278,75159,43802,,,
,83639,12512,17337,17337,29138,23324,21131,15279,75180,43805,,,
,83641,12514,17339,17339,29145,23325,21133,15281,75181,43811,,,
,83642,12522,17340,17340,29147,23336,21136,15282,75203,43812,,,
,83643,12524,17342,17342,29150,23337,21144,15283,75208,43821,,,
,83644,12527,17343,17343,29152,23350,21146,15286,75210,43822,,,
,83645,12531,17344,17344,29153,23354,21152,15289,75215,43830,,,
,83646,12533,17345,17345,29154,23356,21154,15290,75216,43836,,,
,83647,12537,17347,17347,29160,23357,21156,15295,75233,43842,,,
,83648,12538,17349,17349,29166,23358,21157,15301,75236,43843,,,
,83650,12540,17350,17350,29168,23359,21158,15310,75237,43844,,,
,83651,12545,17352,17352,29169,23395,21160,15311,75241,43845,,,
,83652,12546,17353,17353,29170,23405,21161,15312,75249,44813,,,
,83653,12564,17354,17354,29172,23409,21162,15313,76006,44820,,,
,83654,12567,17355,17355,29175,23410,21163,15314,76010,44833,,,
,83655,12569,17356,17356,29178,23415,21204,15315,76014,44844,,,
,83656,12570,17358,17358,29180,23416,21207,15316,76034,44849,,,
,83657,12571,17360,17360,29201,23417,21208,15317,76039,44856,,,
,83660,12572,17361,17361,29202,23418,21218,15320,76051,44860,,,
,83661,12574,17362,17362,29203,23420,21219,15321,2630,44882,,,
,83666,12578,17363,17363,29204,23421,21220,15322,2631,45312,,,
,83669,12580,17364,17364,29205,23426,21221,15323,2532,45314,,,
,83670,12581,17365,17365,29206,23430,21222,15324,2542,45316,,,
,83672,12582,17366,17366,29207,23432,21225,15325,2534,45317,,,
,83676,12583,17370,17370,29208,23433,21226,15327,2632,45319,,,
,83677,12585,17371,17371,29209,23434,21227,15329,2634,45323,,,
,83680,12590,17372,17372,29210,23435,21228,15330,2633,45326,,,
,83686,12592,17375,17375,29212,23436,21234,15331,2635,45334,,,
,83687,12594,17401,17401,29223,23437,21236,15332,2637,45353,,,
,83701,12601,17402,17402,29225,23438,21237,15333,2638,45368,,,
,83702,12602,17403,17403,29229,23442,21244,15334,2639,45369,,,
,83703,12603,17404,17404,29355,23451,21286,15336,2641,45372,,,
,83704,12604,17405,17405,43001,23452,21401,15337,2536,45387,,,
,83705,18001,17406,17406,43002,23453,21403,15338,2643,45389,,,
,83706,18002,17407,17407,43003,23454,21405,15339,2537,45502,,,
,83707,18003,17408,17408,43004,23455,21409,15340,2642,45503,,,
,83708,18010,17415,17415,43005,23456,21601,15341,2540,45504,,,
,83709,18011,17501,17501,43006,23457,21607,15342,2541,45505,,,
,83711,18012,17502,17502,43007,23462,21610,15344,2644,45506,,,
,83712,18013,17503,17503,43008,23464,21612,15345,2645,45601,,,
,83713,18014,17504,17504,43011,23487,21613,15346,2646,45622,,,
,83714,18015,17505,17505,43013,23488,21617,15347,2601,45628,,,
,83715,18016,17506,17506,43014,23502,21619,15348,2647,45633,,,
,83716,18017,17507,17507,43015,23503,21620,15349,2648,45644,,,
,83717,18018,17508,17508,43016,23504,21622,15350,2649,45651,,,
,83719,18020,17509,17509,43017,23505,21623,15351,2553,45654,,,
,83720,18025,17512,17512,43018,23507,21625,15352,2650,45698,,,
,83722,18030,17517,17517,43019,23508,21626,15353,2651,45701,,,
,83724,18031,17518,17518,43021,23509,21627,15357,2556,45711,,,
,83725,18032,17519,17519,43022,23513,21629,15358,2652,45716,,,
,83726,18034,17520,17520,43023,23517,21632,15359,2653,45717,,,
,83728,18035,17521,17521,43025,23518,21634,15360,2655,45719,,,
,83729,18036,17522,17522,43026,23523,21636,15361,2559,45720,,,
,83732,18037,17527,17527,43027,23601,21638,15362,2657,45721,,,
,83735,18038,17528,17528,43028,23602,21639,15363,2561,45732,,,
,83756,18039,17529,17529,43029,23604,21640,15364,2562,45739,,,
,83799,18040,17532,17532,43030,23605,21643,15365,2563,45740,,,
,,18041,17533,17533,43031,23606,21644,15366,2659,45761,,,
,,18042,17534,17534,43033,23607,21645,15367,2660,45764,,,
,,18043,17535,17535,43035,23608,21647,15368,2661,45766,,,
,,18044,17536,17536,43036,23661,21648,15370,2662,45770,,,
,,18045,17537,17537,43037,23662,21650,15376,2663,45780,,,
,,18046,17538,17538,43040,23663,21651,15377,2664,45782,,,
,,18049,17540,17540,43045,23664,21654,15378,2666,45814,,,
,,18050,17543,17543,43046,23666,21655,15379,2667,45828,,,
,,18051,17545,17545,43048,23669,21657,15380,2668,45862,,,
,,18052,17547,17547,43050,23690,21658,15401,2669,45879,,,
,,18053,17549,17549,43054,23692,21659,15410,2670,45882,,,
,,18054,17550,17550,43055,23693,21661,15411,2574,46504,,,
,,18055,17551,17551,43056,23696,21662,15412,2671,46565,,,
,,18056,17552,17552,43061,23701,21663,15413,2672,46571,,,
,,18058,17554,17554,43062,23702,21665,15415,2673,46701,,,
,,18059,17555,17555,43064,23703,21666,15416,2543,46702,,,
,,18060,17557,17557,43065,23704,21667,15417,2675,46703,,,
,,18062,17560,17560,43066,23707,21671,15419,2743,46704,,,
,,18063,17562,17562,43067,23821,21672,15421,2702,46705,,,
,,18064,17564,17564,43068,23827,21673,15422,2703,46706,,,
,,18065,17565,17565,43071,23828,21675,15423,2763,46710,,,
,,18066,17567,17567,43073,23829,21676,15424,2779,46711,,,
,,18067,17568,17568,43074,23837,21677,15425,2712,46713,,,
,,18068,17570,17570,43076,23839,21678,15427,2714,46714,,,
,,18069,17572,17572,43077,23843,21679,15428,2715,46721,,,
,,18070,17573,17573,43080,23844,21701,15430,2717,46723,,,
,,18071,17575,17575,43081,23845,21702,15431,2718,46725,,,
,,18072,17576,17576,43082,23846,21703,15432,2334,46730,,,
,,18073,17578,17578,43085,23847,21704,15433,2719,46731,,,
,,18074,17579,17579,43101,23851,21710,15434,2720,46732,,,
,,18076,17580,17580,43102,23856,21713,15435,2721,46733,,,
,,18077,17581,17581,43103,23857,21716,15436,2722,46737,,,
,,18078,17582,17582,43105,23866,21718,15437,2723,46738,,,
,,18079,17583,17583,43106,23867,21722,15438,2724,46740,,,
,,18080,17584,17584,43107,23868,21723,15439,2048,46741,,,
,,18081,17585,17585,43109,23876,21733,15440,2740,46742,,,
,,18083,17603,17603,43110,23878,21737,15442,2741,46743,,,
,,18084,17604,17604,43111,23881,21738,15443,2742,46745,,,
,,18085,17605,17605,43112,23882,21740,15444,2744,46746,,,
,,18086,17606,17606,43113,23883,21742,15445,2745,46747,,,
,,18087,17607,17607,43115,23888,21755,15446,2746,46748,,,
,,18088,17608,17608,43116,23889,21756,15447,2760,46750,,,
,,18091,17611,17611,43117,23890,21758,15448,2761,46755,,,
,,18092,17699,17699,43119,23893,21767,15449,2747,46759,,,
,,18098,17701,17701,43123,23897,21769,15450,2764,46760,,,
,,18099,17702,17702,43125,23898,21770,15451,2356,46761,,,
,,18101,17703,17703,43126,23920,21771,15454,2357,46763,,,
,,18102,17705,17705,43127,23938,21773,15455,2766,46764,,,
,,18103,17720,17720,43128,27831,21774,15456,2767,46765,,,
,,18104,17721,17721,43130,27832,21776,15458,2768,46766,,,
,,18105,17723,17723,43135,27839,21777,15459,2769,46767,,,
,,18106,17726,17726,43136,27842,21778,15460,2771,46769,,,
,,18109,17727,17727,43137,27845,21779,15461,2725,46770,,,
,,18175,17728,17728,43138,27853,21780,15464,2726,46771,,,
,,18195,17729,17729,43140,27855,21782,15466,2748,46772,,,
,,18201,17730,17730,43143,27862,21783,15467,2375,46773,,,
,,18210,17731,17731,43144,27869,21784,15468,2777,46774,,,
,,18211,17737,17737,43145,27876,21787,15469,2780,46776,,,
,,18212,17739,17739,43146,27897,21788,15470,2790,46777,,,
,,18216,17740,17740,43147,27909,21791,15472,2791,46778,,,
,,18218,17742,17742,43148,27910,21793,15473,1913,46779,,,
,,18221,17744,17744,43149,27916,21794,15474,1810,46780,,,
,,18222,17745,17745,43150,27917,21795,15475,1812,46781,,,
,,18223,17747,17747,43151,27919,21797,15476,1899,46782,,,
,,18224,17748,17748,43152,27921,21798,15477,5501,46783,,,
,,18225,17749,17749,43153,27922,21835,15478,1915,46784,,,
,,18229,17750,17750,43154,27923,21869,15479,1921,46785,,,
,,18230,17751,17751,43155,27926,21901,15480,1922,46786,,,
,,18232,17752,17752,43156,27927,21903,15482,1923,46787,,,
,,18234,17754,17754,43157,27929,21904,15483,1929,46788,,,
,,18235,17756,17756,43160,27932,21911,15484,1833,46789,,,
,,18240,17758,17758,43162,27935,21912,15485,1930,46791,,,
,,18244,17760,17760,43164,27937,21915,15486,1931,46792,,,
,,18250,17762,17762,43201,27939,21918,15488,1834,46793,,,
,,18252,17764,17764,43202,27942,21919,15489,1936,46794,,,
,,18254,17768,17768,43203,27944,21921,15490,1937,46795,,,
,,18255,17769,17769,43204,27950,20001,15501,1830,46796,,,
,,18301,17772,17772,43205,27956,20002,15502,1831,46797,,,
,,18302,17774,17774,43206,27958,20003,15510,1832,46798,,,
,,18320,17776,17776,43207,27964,20007,15520,1835,46799,,,
,,18321,17777,17777,43209,27965,20008,15530,1938,46801,,,
,,18322,17778,17778,43210,27966,20009,15531,1840,46802,,,
,,18323,17779,17779,43211,27973,20010,15532,1841,46803,,,
,,18324,17801,17801,43212,27974,20011,15538,1842,46804,,,
,,18325,17812,17812,43213,27976,20012,15540,1843,46805,,,
,,18326,17813,17813,43214,27979,20015,15541,1901,46806,,,
,,18327,17814,17814,43215,,20016,15542,1902,46807,,,
,,18328,17815,17815,43216,,20017,15544,1903,46808,,,
,,18330,17820,17820,43217,,20018,15546,1904,46809,,,
,,18331,17821,17821,43218,,20019,15547,1905,46814,,,
,,18332,17822,17822,43219,,20020,15548,1910,46815,,,
,,18333,17823,17823,43220,,20024,15549,1940,46816,,,
,,18334,17824,17824,43221,,20032,15551,1944,46818,,,
,,18335,17827,17827,43222,,20105,15552,1945,46819,,,
,,18337,17829,17829,43223,,20106,15553,1860,46825,,,
,,18341,17830,17830,43224,,20109,15555,1844,46835,,,
,,18342,17831,17831,43227,,20110,15557,1949,46845,,,
,,18343,17832,17832,43228,,20111,15558,1908,46850,,,
,,18344,17833,17833,43229,,20112,15560,1951,46851,,,
,,18346,17834,17834,43230,,20115,15561,1950,46852,,,
,,18347,17835,17835,43231,,20117,15562,1845,46853,,,
,,18348,17836,17836,43232,,20120,15563,1960,46854,,,
,,18349,17837,17837,43235,,20121,15564,1961,46855,,,
,,18350,17839,17839,43240,,20124,15565,1965,46856,,,
,,18351,17840,17840,43302,,20129,15601,1966,46857,,,
,,18352,17841,17841,43314,,20130,15605,1969,46858,,,
,,18353,17842,17842,43315,,20132,15606,1970,46859,,,
,,18354,17843,17843,43317,,20135,15610,1971,46860,,,
,,18355,17844,17844,43320,,20136,15611,1952,46861,,,
,,18356,17845,17845,43321,,20141,15612,1906,46862,,,
,,18357,17846,17846,43322,,20143,15613,1982,46863,,,
,,18360,17847,17847,43332,,20144,15615,1907,46864,,,
,,18370,17850,17850,43334,,20147,15616,1983,46865,,,
,,18371,17851,17851,43338,,20148,15617,1984,46866,,,
,,18372,17853,17853,43340,,20151,15618,1885,46867,,,
,,18373,17855,17855,43341,,20152,15619,1985,46868,,,
,,18424,17856,17856,43342,,20155,15620,1718,46869,,,
,,18445,17857,17857,43344,,20158,15621,1720,46885,,,
,,18460,17858,17858,43350,,20164,15622,2474,46895,,,
,,18466,17859,17859,43356,,20165,15624,2476,46896,,,
,,18602,17860,17860,43358,,20166,15625,2475,46897,,,
,,18610,17861,17861,43701,,20169,15626,1431,46898,,,
,,18624,17862,17862,43721,,20170,15627,1721,46899,,,
,,18641,17864,17864,43730,,20171,15628,2466,46940,,,
,,18643,17865,17865,43731,,20175,15629,1432,46941,,,
,,18644,17866,17866,43739,,20176,15631,1730,46943,,,
,,18651,17867,17867,43740,,20180,15632,2478,46946,,,
,,18661,17868,17868,43746,,20181,15633,1821,46962,,,
,,18701,17870,17870,43748,,20184,15634,1822,46974,,,
,,18702,17872,17872,43760,,20186,15635,1719,46980,,,
,,18703,17876,17876,43764,,20187,15636,1803,46984,,,
,,18704,17877,17877,43766,,20190,15637,1805,46990,,,
,,18705,17878,17878,43777,,20191,15638,2138,46991,,,
,,18706,17880,17880,43782,,20194,15639,2139,46992,,,
,,18707,17881,17881,43783,,20197,15640,2140,47326,,,
,,18708,17882,17882,43812,,20198,15641,2141,47336,,,
,,18709,17883,17883,43821,,22003,15642,2142,47348,,,
,,18710,17884,17884,43822,,22015,15644,2238,47359,,,
,,18711,17885,17885,43830,,22025,15646,1741,47369,,,
,,18761,17886,17886,43843,,22026,15647,1824,47371,,,
,,18762,17887,17887,43844,,22027,15650,2467,47373,,,
,,18763,17888,17888,44628,,22030,15655,1742,47381,,,
,,18764,17889,17889,44637,,22031,15656,1434,46507,,,
,,18765,17920,17920,44813,,22032,15658,1826,46514,,,
,,18766,17938,17938,44822,,22033,15660,1827,46515,,,
,,18767,17941,17941,44833,,22039,15661,2149,46516,,,
,,18768,17943,17943,44842,,22041,15662,1701,46517,,,
,,18769,17945,17945,44843,,22042,15663,1702,46526,,,
,,18773,17964,17964,44864,,22043,15664,1703,46527,,,
,,18774,17968,17968,44903,,22044,15665,1704,46528,,,
,,18901,17978,17978,44904,,22046,15666,1705,46540,,,
,,18902,17983,17983,44905,,22066,15668,1450,46543,,,
,,18910,18001,18001,44906,,22079,15670,1470,46550,,,
,,18911,18002,18002,44907,,22101,15671,1471,46553,,,
,,18912,18003,18003,45601,,22102,15672,1731,46567,,,
,,18913,18010,18010,45644,,22124,15673,1746,46502,,,
,,18914,18011,18011,45732,,22134,15674,1748,46508,,,
,,18915,18012,18012,45764,,22150,15675,1749,46510,,,
,,18916,18013,18013,37150,,22151,15676,2420,46524,,,
,,18917,18014,18014,37723,,22152,15677,2421,46538,,,
,,18920,18015,18015,38501,,22153,15678,1773,46539,,,
,,18921,18016,18016,38504,,22180,15679,1460,46542,,,
,,18923,18017,18017,38506,,22181,15680,1850,46555,,,
,,18925,18018,18018,38541,,22182,15681,1851,46562,,,
,,18926,18020,18020,38542,,22191,15682,1852,46581,,,
,,18927,18025,18025,38543,,22192,15683,1853,46582,,,
,,18928,18030,18030,38544,,22193,15684,1854,46590,,,
,,18929,18032,18032,38545,,22201,15685,2148,46982,,,
,,18930,18034,18034,38549,,22202,15686,1752,46570,,,
,,18931,18035,18035,38551,,22203,15687,1754,46910,,,
,,18932,18036,18036,38553,,22204,15688,2153,46975,,,
,,18933,18037,18037,38554,,22205,15689,2155,46580,,,
,,18934,18038,18038,38555,,22206,15690,2176,46501,,,
,,18935,18039,18039,38556,,22207,15691,1760,45866,,,
,,18936,18040,18040,38558,,22213,15693,2456,45822,,,
,,18938,18041,18041,38559,,22301,15695,2458,47235,,,
,,18940,18042,18042,38562,,22302,15696,2459,46001,,,
,,18942,18043,18043,38564,,22303,15697,2461,46011,,,
,,18944,18044,18044,38565,,22304,15698,2462,46012,,,
,,18946,18045,18045,38568,,22305,15701,2464,46013,,,
,,18947,18046,18046,38569,,22306,15705,2460,46014,,,
,,18949,18049,18049,38570,,22307,15710,2495,46015,,,
,,18950,18050,18050,38571,,22308,15712,1862,46016,,,
,,18951,18051,18051,38572,,22309,15713,1863,46017,,,
,,18953,18052,18052,38573,,22310,15714,1864,46018,,,
,,18954,18053,18053,38574,,22311,15716,1889,46030,,,
,,18955,18054,18054,38575,,22312,15717,2455,46031,,,
,,18960,18055,18055,38577,,22314,15720,1865,46032,,,
,,18962,18056,18056,38578,,22315,15722,1463,46033,,,
,,18963,18058,18058,38579,,22601,15723,1866,46034,,,
,,18964,18059,18059,38580,,22602,15725,1867,46035,,,
,,18966,18060,18060,38582,,22610,15727,1770,46036,,,
,,18968,18062,18062,38583,,22611,15728,1464,46037,,,
,,18969,18063,18063,38587,,22620,15729,2143,46038,,,
,,18970,18064,18064,38588,,22623,15731,2144,46039,,,
,,18971,18065,18065,38589,,22627,15732,2145,46040,,,
,,18972,18067,18067,41001,,22630,15734,2180,46041,,,
,,18974,18068,18068,41005,,22639,15736,1775,46044,,,
,,18976,18069,18069,41006,,22640,15737,1776,46045,,,
,,18977,18070,18070,41007,,22642,15739,1876,46047,,,
,,18980,18071,18071,41011,,22643,15744,1469,46048,,,
,,18981,18072,18072,41014,,22663,15745,1879,46049,,,
,,19001,18073,18073,41015,,22701,15746,2468,46050,,,
,,19002,18074,18074,41016,,22712,15747,1880,46051,,,
,,19003,18076,18076,41017,,22713,15748,2451,46052,,,
,,19006,18077,18077,41018,,22716,15750,2452,46055,,,
,,19007,18078,18078,41030,,22718,15752,2453,46056,,,
,,19008,18079,18079,41033,,22720,15754,2454,46057,,,
,,19009,18080,18080,41035,,22724,15756,2471,46058,,,
,,19010,18081,18081,41042,,22726,15758,2472,46060,,,
,,19012,18083,18083,41043,,22728,15759,2477,46061,,,
,,19014,18084,18084,41046,,22729,15760,2479,46062,,,
,,19015,18085,18085,41048,,22733,15761,1778,46063,,,
,,19017,18086,18086,41051,,22734,15762,1472,46064,,,
,,19018,18088,18088,41059,,22735,15763,2156,46065,,,
,,19020,18091,18091,41063,,22736,15765,2465,46067,,,
,,19021,18092,18092,41071,,22737,15771,1474,46068,,,
,,19025,18098,18098,41073,,22740,15773,1886,46069,,,
,,19026,18099,18099,41074,,22741,15774,2493,46070,,,
,,19027,18101,18101,41075,,22746,15775,1887,46071,,,
,,19030,18102,18102,41076,,22747,15777,1890,46072,,,
,,19031,18103,18103,41080,,22749,15778,1801,46074,,,
,,19033,18104,18104,41085,,22432,15779,1813,46075,,,
,,19034,18105,18105,41091,,22435,15780,1815,46076,,,
,,19035,18109,18109,41092,,22473,15783,1888,46077,,,
,,19038,18175,18175,41094,,22482,15822,1784,46082,,,
,,19040,18195,18195,41095,,22503,15831,2322,46085,,,
,,19041,18201,18201,41099,,22511,15902,2457,46102,,,
,,19043,18202,18202,45001,,22539,15904,2019,46103,,,
,,19044,18210,18210,45002,,22576,15905,2184,46104,,,
,,19046,18211,18211,45003,,22578,15907,2185,46105,,,
,,19047,18212,18212,45011,,23025,15909,2445,46106,,,
,,19052,18216,18216,45013,,23032,15915,2446,46107,,,
,,19053,18218,18218,45014,,23043,15920,2447,46110,,,
,,19054,18219,18219,45015,,23045,15921,2021,46111,,,
,,19055,18221,18221,45030,,23056,15922,2025,46112,,,
,,19056,18222,18222,45033,,23061,15923,2026,46113,,,
,,19057,18223,18223,45034,,23062,15924,2027,46115,,,
,,19060,18224,18224,45036,,23068,15925,2030,46117,,,
,,19061,18225,18225,45039,,23070,15926,2032,46118,,,
,,19063,18229,18229,45040,,23071,15927,2189,46120,,,
,,19064,18230,18230,45041,,23072,15928,2035,46121,,,
,,19066,18232,18232,45044,,23076,15929,2038,46122,,,
,,19067,18234,18234,45050,,23079,15930,2343,46123,,,
,,19070,18235,18235,45051,,23092,15931,2052,46124,,,
,,19072,18239,18239,45052,,23109,15934,2053,46125,,,
,,19073,18240,18240,45053,,23119,15935,2054,46126,,,
,,19074,18244,18244,45054,,23128,15936,2186,46127,,,
,,19075,18246,18246,45056,,23130,15937,2187,46128,,,
,,19076,18247,18247,45065,,23149,15938,2492,46129,,,
,,19078,18249,18249,45067,,23169,15940,2494,46130,,,
,,19081,18250,18250,45069,,23175,15942,2056,46131,,,
,,19083,18251,18251,45101,,23176,15943,2191,46133,,,
,,19085,18254,18254,45102,,23303,15944,2062,46135,,,
,,19086,18255,18255,45103,,23306,15945,2762,46140,,,
,,19087,18256,18256,45106,,23308,15946,2169,46142,,,
,,19090,18301,18301,45107,,23310,15949,2170,46143,,,
,,19094,18302,18302,45111,,23314,15951,2171,46144,,,
,,19095,18320,18320,45112,,23315,15952,2269,46146,,,
,,19096,18321,18321,45113,,23320,15953,2368,46147,,,
,,19301,18322,18322,45115,,23321,15954,2067,46148,,,
,,19310,18323,18323,45118,,23322,15955,2070,46149,,,
,,19311,18324,18324,45119,,23323,15956,2071,46150,,,
,,19312,18325,18325,45120,,23324,15957,2190,46151,,,
,,19316,18326,18326,45121,,23325,15958,2072,46154,,,
,,19317,18327,18327,45122,,23336,15959,2081,46155,,,
,,19319,18328,18328,45130,,23337,15960,2482,46156,,,
,,19320,18330,18330,45131,,23350,15961,2481,46157,,,
,,19330,18331,18331,45140,,23354,15962,2090,46158,,,
,,19333,18332,18332,45142,,23356,16001,2188,46160,,,
,,19335,18333,18333,45144,,23357,16002,2093,46161,,,
,,19341,18334,18334,45147,,23358,16003,2351,46162,,,
,,19342,18335,18335,45150,,23359,16016,2018,46163,,,
,,19343,18336,18336,45152,,23395,16017,2020,46164,,,
,,19344,18340,18340,45153,,23405,16018,2324,46165,,,
,,19345,18341,18341,45154,,23409,16020,2325,46166,,,
,,19348,18342,18342,45156,,23410,16021,2301,46167,,,
,,19350,18343,18343,45157,,23415,16022,2302,46168,,,
,,19352,18344,18344,45158,,23416,16023,2303,46170,,,
,,19355,18346,18346,45160,,23417,16024,2304,46171,,,
,,19358,18347,18347,45162,,23418,16025,2305,46172,,,
,,19362,18348,18348,45167,,23420,16027,2327,46173,,,
,,19363,18349,18349,45168,,23421,16028,2330,46175,,,
