D1 Solar LT		D1 LT CPL			D2 LT		Home CPA Transfer		D5					B3 LG							
			8857		17889		17889		44637						22031	15656	1434	46507			
			8858		17920		17920		44813						22032	15658	1826	46514			
			8859		17938		17938		44822						22033	15660	1827	46515			
			8861		17941		17941		44833						22039	15661	2149	46516			
			8862		17943		17943		44842						22041	15662	1701	46517			
			8863		17945		17945		44843						22042	15663	1702	46526			
			8865		17964		17964		44864						22043	15664	1703	46527			
			8867		17968		17968		44903						22044	15665	1704	46528			
			8868		17978		17978		44904						22046	15666	1705	46540			
			8869		17983		17983		44905						22066	15668	1450	46543			
			8870		18001		18001		44906						22079	15670	1470	46550			
			8871		18002		18002		44907						22101	15671	1471	46553			
			8872		18003		18003		45601						22102	15672	1731	46567			
			8873		18010		18010		45644						22124	15673	1746	46502			
			8875		18011		18011		45732						22134	15674	1748	46508			
			8876		18012		18012		45764						22150	15675	1749	46510			
			8877		18013		18013		37150						22151	15676	2420	46524			
			8879		18014		18014		37723						22152	15677	2421	46538			
			8880		18015		18015		38501						22153	15678	1773	46539			
			8882		18016		18016		38504						22180	15679	1460	46542			
			8884		18017		18017		38506						22181	15680	1850	46555			
			8885		18018		18018		38541						22182	15681	1851	46562			
			8886		18020		18020		38542						22191	15682	1852	46581			
			8887		18025		18025		38543						22192	15683	1853	46582			
			8888		18030		18030		38544						22193	15684	1854	46590			
			8889		18032		18032		38545						22201	15685	2148	46982			
			8890		18034		18034		38549						22202	15686	1752	46570			
			8896		18035		18035		38551						22203	15687	1754	46910			
			8899		18036		18036		38553						22204	15688	2153	46975			
			8901		18037		18037		38554						22205	15689	2155	46580			
			8902		18038		18038		38555						22206	15690	2176	46501			
			8903		18039		18039		38556						22207	15691	1760	45866			
			8904		18040		18040		38558						22213	15693	2456	45822			
			8905		18041		18041		38559						22301	15695	2458	47235			
			8906		18042		18042		38562						22302	15696	2459	46001			
			8922		18043		18043		38564						22303	15697	2461	46011			
			8933		18044		18044		38565						22304	15698	2462	46012			
			8988		18045		18045		38568						22305	15701	2464	46013			
			8989		18046		18046		38569						22306	15705	2460	46014			
			12501		18049		18049		38570						22307	15710	2495	46015			
			12504		18050		18050		38571						22308	15712	1862	46016			
			12506		18051		18051		38572						22309	15713	1863	46017			
			12507		18052		18052		38573						22310	15714	1864	46018			
			12508		18053		18053		38574						22311	15716	1889	46030			
			12510		18054		18054		38575						22312	15717	2455	46031			
			12511		18055		18055		38577						22314	15720	1865	46032			
			12512		18056		18056		38578						22315	15722	1463	46033			
			12514		18058		18058		38579						22601	15723	1866	46034			
			12522		18059		18059		38580						22602	15725	1867	46035			
			12524		18060		18060		38582						22610	15727	1770	46036			
			12527		18062		18062		38583						22611	15728	1464	46037			
			12531		18063		18063		38587						22620	15729	2143	46038			
			12533		18064		18064		38588						22623	15731	2144	46039			
			12537		18065		18065		38589						22627	15732	2145	46040			
			12538		18067		18067		41001						22630	15734	2180	46041			
			12540		18068		18068		41005						22639	15736	1775	46044			
			12545		18069		18069		41006						22640	15737	1776	46045			
			12546		18070		18070		41007						22642	15739	1876	46047			
			12564		18071		18071		41011						22643	15744	1469	46048			
			12567		18072		18072		41014						22663	15745	1879	46049			
			12569		18073		18073		41015						22701	15746	2468	46050			
			12570		18074		18074		41016						22712	15747	1880	46051			
			12571		18076		18076		41017						22713	15748	2451	46052			
			12572		18077		18077		41018						22716	15750	2452	46055			
			12574		18078		18078		41030						22718	15752	2453	46056			
			12578		18079		18079		41033						22720	15754	2454	46057			
			12580		18080		18080		41035						22724	15756	2471	46058			
			12581		18081		18081		41042						22726	15758	2472	46060			
			12582		18083		18083		41043						22728	15759	2477	46061			
			12583		18084		18084		41046						22729	15760	2479	46062			
			12585		18085		18085		41048						22733	15761	1778	46063			
			12590		18086		18086		41051						22734	15762	1472	46064			
			12592		18088		18088		41059						22735	15763	2156	46065			
			12594		18091		18091		41063						22736	15765	2465	46067			
			12601		18092		18092		41071						22737	15771	1474	46068			
			12602		18098		18098		41073						22740	15773	1886	46069			
			12603		18099		18099		41074						22741	15774	2493	46070			
			12604		18101		18101		41075						22746	15775	1887	46071			
			13020		18102		18102		41076						22747	15777	1890	46072			
			13021		18103		18103		41080						22749	15778	1801	46074			
			13026		18104		18104		41085						22432	15779	1813	46075			
			13027		18105		18105		41091						22435	15780	1815	46076			
			13029		18109		18109		41092						22473	15783	1888	46077			
			13031		18175		18175		41094						22482	15822	1784	46082			
			13032		18195		18195		41095						22503	15831	2322	46085			
			13033		18201		18201		41099						22511	15902	2457	46102			
			13034		18202		18202		45001						22539	15904	2019	46103			
			13035		18210		18210		45002						22576	15905	2184	46104			
			13036		18211		18211		45003						22578	15907	2185	46105			
			13037		18212		18212		45011						23025	15909	2445	46106			
			13039		18216		18216		45013						23032	15915	2446	46107			
			13041		18218		18218		45014						23043	15920	2447	46110			
			13054		18219		18219		45015						23045	15921	2021	46111			
			13057		18221		18221		45030						23056	15922	2025	46112			
			13063		18222		18222		45033						23061	15923	2026	46113			
			13066		18223		18223		45034						23062	15924	2027	46115			
			13071		18224		18224		45036						23068	15925	2030	46117			
			13076		18225		18225		45039						23070	15926	2032	46118			
			13078		18229		18229		45040						23071	15927	2189	46120			
			13080		18230		18230		45041						23072	15928	2035	46121			
			13081		18232		18232		45044						23076	15929	2038	46122			
			13084		18234		18234		45050						23079	15930	2343	46123			
			13088		18235		18235		45051						23092	15931	2052	46124			
			13090		18239		18239		45052						23109	15934	2053	46125			
			13092		18240		18240		45053						23119	15935	2054	46126			
			13104		18244		18244		45054						23128	15936	2186	46127			
			13108		18246		18246		45056						23130	15937	2187	46128			
			13110		18247		18247		45065						23149	15938	2492	46129			
			13111		18249		18249		45067						23169	15940	2494	46130			
			13112		18250		18250		45069						23175	15942	2056	46131			
			13113		18251		18251		45101						23176	15943	2191	46133			
			13114		18254		18254		45102						23303	15944	2062	46135			
			13116		18255		18255		45103						23306	15945	2762	46140			
			13118		18256		18256		45106						23308	15946	2169	46142			
			13120		18301		18301		45107						23310	15949	2170	46143			
			13138		18302		18302		45111						23314	15951	2171	46144			
			13140		18320		18320		45112						23315	15952	2269	46146			
			13142		18321		18321		45113						23320	15953	2368	46147			
			13147		18322		18322		45115						23321	15954	2067	46148			
			13152		18323		18323		45118						23322	15955	2070	46149			
			13153		18324		18324		45119						23323	15956	2071	46150			
			13156		18325		18325		45120						23324	15957	2190	46151			
			13159		18326		18326		45121						23325	15958	2072	46154			
			13160		18327		18327		45122						23336	15959	2081	46155			
			13164		18328		18328		45130						23337	15960	2482	46156			
			13166		18330		18330		45131						23350	15961	2481	46157			
			13206		18331		18331		45140						23354	15962	2090	46158			
			13207		18332		18332		45142						23356	16001	2188	46160			
			13209		18333		18333		45144						23357	16002	2093	46161			
			13211		18334		18334		45147						23358	16003	2351	46162			
			13212		18335		18335		45150						23359	16016	2018	46163			
			13214		18336		18336		45152						23395	16017	2020	46164			
			13215		18340		18340		45153						23405	16018	2324	46165			
			13219		18341		18341		45154						23409	16020	2325	46166			
			13224		18342		18342		45156						23410	16021	2301	46167			
			13301		18343		18343		45157						23415	16022	2302	46168			
			13304		18344		18344		45158						23416	16023	2303	46170			
			13354		18346		18346		45160						23417	16024	2304	46171			
			13362		18347		18347		45162						23418	16025	2305	46172			
			13363		18348		18348		45167						23420	16027	2327	46173			
			13403		18349		18349		45168						23421	16028	2330	46175			
			13413		18350		18350		45171						23426	16029	2331	46176			
			13461		18351		18351		45174						23430	16030	2332	46180			
			13469		18352		18352		45176						23432	16033	2333	46181			
			13471		18353		18353		45202						23433	16034	2538	46182			
			13486		18354		18354		45203						23434	16035	2337	46183			
			13490		18355		18355		45204						23435	16036	2041	46184			
			13492		18356		18356		45205						23436	16037	2040	46186			
			17001		18357		18357		45206						23437	16038	2338	46201			
			17003		18360		18360		45207						23438	16039	2339	46202			
			17005		18370		18370		45208						23442	16040	2341	46203			
			17007		18371		18371		45209						23451	16041	2043	46204			
			17008		18372		18372		45211						23452	16045	2044	46205			
			17010		18373		18373		45212						23453	16046	2045	46206			
			17011		18403		18403		45213						23454	16049	2047	46207			
			17013		18405		18405		45214						23455	16050	2364	46208			
			17016		18407		18407		45215						23456	16051	2347	46209			
			17018		18410		18410		45216						23457	16052	2348	46213			
			17019		18411		18411		45217						23462	16053	2345	46214			
			17022		18414		18414		45218						23464	16054	2738	46216			
			17023		18415		18415		45219						23487	16055	2050	46217			
			17025		18416		18416		45220						23488	16056	2051	46218			
			17026		18417		18417		45221						23502	16057	2739	46219			
			17027		18419		18419		45222						23503	16058	2344	46220			
			17028		18420		18420		45223						23504	16059	2346	46221			
			17030		18421		18421		45224						23505	16061	2349	46222			
			17032		18424		18424		45225						23507	16063	2055	46224			
			17033		18425		18425		45226						23508	16066	2350	46225			
			17034		18426		18426		45227						23509	16101	2355	46226			
			17036		18427		18427		45229						23513	16102	2059	46227			
			17038		18428		18428		45230						23517	16103	2358	46228			
			17039		18431		18431		45231						23518	16105	2060	46229			
			17041		18433		18433		45232						23523	16107	2061	46230			
			17042		18434		18434		45233						23601	16108	2065	46231			
			17043		18435		18435		45236						23602	16110	2558	46234			
			17046		18436		18436		45237						23604	16111	2359	46235			
			17048		18437		18437		45238						23605	16112	2360	46236			
			17050		18438		18438		45239						23606	16113	2361	46237			
			17055		18439		18439		45240						23607	16114	2362	46239			
			17057		18440		18440		45241						23608	16115	2367	46240			
			17061		18441		18441		45242						23661	16116	2770	46241			
			17064		18443		18443		45243						23662	16117	2370	46242			
			17065		18444		18444		45244						23663	16120	2066	46244			
			17067		18445		18445		45245						23664	16121	2366	46247			
			17070		18447		18447		45246						23666	16123	2571	46249			
			17072		18448		18448		45247						23669	16124	2379	46250			
			17073		18449		18449		45248						23690	16125	2576	46251			
			17077		18451		18451		45249						23692	16127	2381	46253			
			17078		18452		18452		45251						23693	16130	2382	46254			
			17080		18453		18453		45252						23696	16131	2134	46255			
			17081		18454		18454		45255						23701	16132	2108	46256			
			17083		18455		18455		45697						23702	16133	2109	46259			
			17085		18456		18456		47001						23703	16134	2110	46260			
			17087		18457		18457		47003						23704	16136	2111	46262			
			17088		18459		18459		47010						23707	16137	2112	46268			
			17093		18460		18460		47011						23821	16140	2113	46277			
			17097		18461		18461		47016						23827	16141	2114	46278			
			17098		18462		18462		47017						23828	16142	2115	46280			
			17101		18463		18463		47018						23829	16143	2116	46282			
			17102		18464		18464		47020						23837	16145	2117	46283			
			17103		18465		18465		47022						23839	16146	2118	46285			
			17104		18466		18466		47025						23843	16148	2123	46288			
			17105		18469		18469		47032						23844	16150	2133	46290			
			17106		18470		18470		47038						23845	16151	2163	46298			
			17108		18471		18471		47040						23846	16153	2196	46901			
			17109		18472		18472		47041						23847	16154	2199	46902			
			17110		18473		18473		47043						23851	16155	2201	46903			
			17111		18501		18501		47060						23856	16156	2203	46904			
			17112		18502		18502		43009						23857	16157	2204	46911			
			17113		18503		18503		43010						23866	16159	2205	46913			
			17129		18504		18504		43044						23867	16160	2206	46914			
			17201		18505		18505		43047						23868	16161	2210	46915			
			17210		18507		18507		43060						23876	16172	2211	46916			
			17214		18508		18508		43070						23878	16201	2212	46917			
			17217		18509		18509		43072						23881	16210	2215	46919			
			17219		18510		18510		43078						23882	16211	2217	46920			
			17220		18512		18512		43084						23883	16212	2222	46921			
			17221		18514		18514		43310						23888	16213	2241	46923			
			17222		18515		18515		43311						23889	16218	2266	46926			
			17224		18517		18517		43318						23890	16221	2283	46928			
			17225		18518		18518		43319						23893	16222	2284	46929			
			17231		18519		18519		43324						23897	16223	2293	46930			
			17232		18522		18522		43331						23898	16224	2297	46932			
			17235		18540		18540		43333						23920	16226	2298	46933			
			17236		18577		18577		43336						23938	16228	2135	46936			
			17237		18601		18601		43343						27831	16229	2129	46937			
			17240		18602		18602		43345						27832	16230	2150	46938			
			17241		18603		18603		43347						27839	16232	2121	46942			
			17244		18610		18610		43348						27842	16234	2122	46947			
			17246		18611		18611		43357						27845	16236	2125	46950			
			17247		18612		18612		43360						27853	16238	2124	46951			
			17250		18614		18614		45005						27855	16242	2128	46952			
			17251		18615		18615		45042						27862	16244	2136	46953			
			17252		18616		18616		45064						27869	16245	2130	46957			
			17254		18617		18617		45066						27876	16246	2126	46958			
			17256		18618		18618		45068						27897	16248	2137	46959			
			17257		18619		18619		45070						27909	16249	2151	46961			
			17261		18621		18621		45301						27910	16250	2131	46965			
			17262		18622		18622		45302						27916	16253	2119	46967			
			17263		18624		18624		45303						27917	16255	2120	46970			
			17265		18626		18626		45304						27919	16256	2127	46971			
			17266		18627		18627		45305						27921	16257	2132	46977			
			17268		18628		18628		45306						27922	16259	2152	46978			
			17270		18631		18631		45308						27923	16261	2806	46979			
			17271		18632		18632		45309						27926	16262	2809	46986			
			17272		18634		18634		45310						27927	16263	2872	46987			
			17301		18635		18635		45311						27929	16311	2885	46988			
			17302		18640		18640		45312						27932	16312	2816	46989			
			17303		18641		18641		45314						27935	16314	2817	46994			
			17304		18642		18642		45315						27937	16316	2818	46995			
			17306		18643		18643		45316						27939	16319	2827	46998			
			17307		18644		18644		45317						27942	16323	2886	47201			
			17309		18651		18651		45318						27944	16327	2887	47202			
			17310		18653		18653		45319						27950	16331	2888	47203			
			17311		18654		18654		45320						27956	16335	2889	47225			
			17312		18655		18655		45321						27958	16342	2893	47226			
			17313		18656		18656		45322						27964	16343	2801	47232			
			17314		18660		18660		45323						27965	16344	2835	47234			
			17315		18661		18661		45324						27966	16346	2837	47236			
			17316		18690		18690		45325						27973	16360	2840	47240			
			17317		18701		18701		45326						27974	16361	2841	47244			
			17318		18702		18702		45327						27976	16362	2842	47246			
			17319		18703		18703		45328						27979	16366	2871	47247			
			17320		18704		18704		45330							16367	2878	47263			
			17321		18705		18705		45331							16368	2802	47265			
			17322		18706		18706		45332							16369	2814	47272			
			17323		18707		18707		45333							16372	2815	47280			
			17324		18708		18708		45334							16373	2823	47283			
			17325		18709		18709		45335							16374	2824	47302			
			17327		18710		18710		45336							16375	2825	47303			
			17329		18711		18711		45337							16388	2826	47304			
			17331		18762		18762		45338							16401	2828	47305			
			17337		18764		18764		45339							16403	2829	47306			
			17339		18765		18765		45340							16406	2830	47307			
			17340		18766		18766		45341							16410	2831	47308			
			17342		18767		18767		45342							16411	2838	47320			
			17343		18769		18769		45344							16412	2839	47322			
			17344		18773		18773		45345							16413	2857	47324			
			17345		18847		18847		45346							16415	2858	47327			
			17347		18901		18901		45347							16417	2859	47330			
			17349		18902		18902		45348							16421	2860	47331			
			17350		18910		18910		45349							16422	2861	47334			
			17352		18911		18911		45350							16423	2862	47335			
			17353		18912		18912		45351							16424	2863	47337			
			17354		18913		18913		45352							16426	2864	47338			
			17355		18914		18914		45353							16427	2865	47339			
			17356		18915		18915		45354							16428	2876	47340			
			17358		18916		18916		45356							16430	2895	47341			
			17360		18917		18917		45358							16432	2896	47342			
			17361		18918		18918		45359							16433	2901	47344			
			17362		18920		18920		45360							16435	2902	47345			
			17363		18921		18921		45361							16438	2903	47346			
			17364		18922		18922		45362							16440	2904	47351			
			17365		18923		18923		45363							16441	2905	47352			
			17366		18924		18924		45365							16442	2906	47354			
			17368		18925		18925		45368							16443	2907	47355			
			17370		18926		18926		45369							16444	2908	47356			
			17371		18927		18927		45370							16475	2909	47357			
			17372		18928		18928		45371							16501	2910	47358			
			17375		18929		18929		45372							16503	2911	47360			
			17401		18930		18930		45373							16504	2912	47361			
			17402		18931		18931		45377							16505	2914	47362			
			17403		18932		18932		45378							16506	2915	47366			
			17404		18933		18933		45380							16507	2916	47367			
			17405		18934		18934		45381							16508	2917	47368			
			17406		18935		18935		45382							16509	2918	47370			
			17407		18936		18936		45383							16510	2919	47374			
			17501		18938		18938		45384							16511	2920	47375			
			17502		18940		18940		45385							16512	2921	47380			
			17503		18942		18942		45387							16514	2940	47382			
			17504		18943		18943		45388							16515	2804	47383			
			17505		18944		18944		45389							16522	2807	47384			
			17506		18946		18946		45390							16530	2808	47385			
			17507		18947		18947		45402							16531	2812	47386			
			17508		18949		18949		45403							16534	2813	47387			
			17509		18950		18950		45404							16538	2822	47388			
			17512		18951		18951		45405							16541	2832	47390			
			17516		18953		18953		45406							16544	2833	47392			
			17517		18954		18954		45409							16546	2836	47393			
			17518		18955		18955		45410							16550	2852	47394			
			17519		18956		18956		45414							16553	2873	47396			
			17520		18957		18957		45415							16563	2874	47401			
			17521		18958		18958		45416							16565	2875	47402			
			17522		18960		18960		45417							16613	2877	47403			
			17527		18962		18962		45419							16624	2879	47404			
			17528		18963		18963		45420							16629	2880	47405			
			17529		18964		18964		45423							16630	2881	47406			
			17532		18966		18966		45424							16641	2882	47407			
			17533		18968		18968		45426							16681	2883	47408			
			17534		18970		18970		45429							16698	2891	47420			
			17535		18971		18971		45430							16699	2892	47421			
			17536		18972		18972		45431							16728	2894	47426			
			17537		18974		18974		45432							16873	2898	47427			
			17538		18976		18976		45433							17003	21045	47429			
			17540		18977		18977		45434							17011	21157	47431			
			17543		18979		18979		45435							17013	21401	47433			
			17545		18980		18980		45439							17015	21044	47434			
			17547		18981		18981		45440							17018	21122	47435			
			17549		18991		18991		45449							17019	21158	47436			
			17550		19001		19001		45458							17020	21228	47437			
			17551		19002		19002		45459							17022	21220	47446			
			17552		19003		19003		45469							17025	21133	47448			
			17554		19004		19004		45502							17026	21226	47451			
			17555		19007		19007		45503							17028	21204	47452			
			17557		19008		19008		45504							17032	21128	47455			
			17560		19009		19009		45505							17033	21208	47456			
			17562		19012		19012		45506							17036	20747	47458			
			17563		19014		19014		45822							17038	21237	47459			
			17564		19015		19015		45826							17043	21219	47460			
			17565		19016		19016		45828							17046	21087	47462			
			17566		19017		19017		45845							17050	21117	47463			
			17567		19018		19018		45846							17053	21082	47464			
			17568		19020		19020		45860							17055	21236	47467			
			17569		19021		19021		45865							17067	91910	47468			
			17570		19022		19022		45866							17069	91911	47470			
			17572		19025		19025		45869							17070	91913	47801			
			17575		19026		19026		45871							17087	91914	47802			
			17576		19027		19027		45883							17088	91942	47803			
			17577		19028		19028		45885							17093	91945	47804			
			17578		19029		19029		45895							17102	92020	47805			
			17579		19030		19030		32110							17107	92021	47807			
			17580		19031		19031		32112							17109	92024	47808			
			17581		19032		19032		32114							17111	92025	47809			
			17582		19033		19033		32117							17112	92026	47831			
			17583		19034		19034		32118							17120	92027	47832			
			17584		19035		19035		32119							17315	92029	47833			
			17585		19036		19036		32124							17316	92037	47834			
			17601		19037		19037		32127							17319	92064	47836			
			17602		19038		19038		32128							17345	92065	47837			
			17603		19039		19039		32129							17370	92071	47840			
			17604		19041		19041		32130							17402	92075	47841			
			17605		19043		19043		32131							17404	92105	47842			
			17606		19044		19044		32132							17406	92108	47845			
			17607		19046		19046		32136							17502	92110	47846			
			17608		19047		19047		32137							17517	92111	47847			
			17922		19048		19048		32139							17522	92117	47851			
			18001		19049		19049		32141							17538	92119	47853			
			18002		19050		19050		32145							17543	92120	47854			
			18003		19052		19052		32164							17545	92123	47857			
			18010		19053		19053		32168							17569	92126	47858			
			18011		19054		19054		32169							17601	92128	47859			
			18012		19055		19055		32174							17602	92129	47860			
			18013		19056		19056		32176							18011	91505	47862			
			18014		19057		19057		32180							18017	90745	47863			
			18015		19058		19058		32181							18020	90220	47866			
			18016		19059		19059		32187							18032	91765	47868			
			18017		19061		19061		32190							18034	90501	47869			
			18018		19063		19063		32713							18036	92656	47870			
			18020		19065		19065		32720							18040	92807	47871			
			18025		19066		19066		32724							18041	90620	47872			
			18030		19067		19067		32725							18045	92629	47874			
			18031		19070		19070		32738							18049	92708	47875			
			18032		19072		19072		32744							18054	92840	47876			
			18034		19073		19073		32754							18055	92844	47878			
			18035		19074		19074		32759							18056	92845	47880			
			18036		19076		19076		32763							18062	92646	47881			
			18037		19078		19078		32764							18063	92647	47884			
			18038		19080		19080		32780							18064	92648	47885			
			18039		19081		19081		32796							18070	92649	47901			
			18040		19083		19083		32815							18073	92602	47902			
			18041		19085		19085		32899							18074	92603	47903			
			18042		19086		19086		32922							18076	92604	47904			
			18043		19087		19087		32926							18077	92651	47905			
			18044		19088		19088		32927							18083	92677	47906			
			18045		19089		19089		32953							18085	92630	47907			
			18046		19090		19090		36005							18092	90720	47909			
			18049		19091		19091		36009							18901	92691	47916			
			18050		19094		19094		36010							18902	92692	47918			
			18051		19095		19095		36016							18913	92659	47920			
			18052		19096		19096		36017							18915	92856	47923			
			18053		19098		19098		36027							18917	92865	47926			
			18054		19113		19113		36034							18920	92866	47928			
			18055		19301		19301		36035							18923	92867	47929			
			18056		19311		19311		36048							18930	92868	47932			
			18058		19312		19312		36049							18932	92869	47933			
			18059		19316		19316		36079							18936	92870	47940			
			18060		19317		19317		36081							18942	92688	47941			
			18062		19318		19318		36301							18944	92701	47949			
			18063		19319		19319		36303							18947	92705	47950			
			18064		19320		19320		36305							18951	92780	47952			
			18065		19330		19330		36310							18955	92782	47954			
			18066		19331		19331		36311							18960	92861	47955			
			18067		19333		19333		36312							18964	92683	47958			
			18068		19335		19335		36313							18969	92886	47960			
			18069		19339		19339		36314							18972	92887	47962			
			18070		19340		19340		36316							19001	92878	47965			
			18071		19341		19341		36317							19002	92879	47966			
			18072		19342		19342		36318							19003	92881	47967			
			18073		19343		19343		36319							19004	92882	47968			
			18074		19345		19345		36320							19008	92883	47969			
			18076		19346		19346		36321							19010	92880	47970			
			18077		19347		19347		36322							19012	92509	47971			
			18078		19348		19348		36323							19025	92860	47974			
			18079		19350		19350		36330							19027	92503	47975			
			18080		19351		19351		36340							19031	92504	47980			
			18081		19352		19352		36343							19034	92506	47981			
			18083		19353		19353		36344							19035	91710	47987			
			18084		19354		19354		36345							19038	91709	47988			
			18085		19355		19355		36346							19040	92324	47989			
			18086		19357		19357		36350							19041	92335	47990			
			18087		19358		19358		36351							19044	92336	47991			
			18088		19360		19360		36352							19066	92337	47993			
			18091		19362		19362		36353							19072	91701	47994			
			18092		19363		19363		36360							19075	91730	47996			
			18098		19365		19365		36362							19083	91739	47997			
			18099		19366		19366		36370							19090	80106	40601			
			18101		19367		19367		36371							19095	80132	40618			
			18102		19369		19369		36373							19096	80133	40619			
			18103		19371		19371		36374							19127	80809	40620			
			18104		19372		19372		36375							19128	80817	40622			
			18105		19373		19373		36376							19422	80819	40324			
			18106		19374		19374		36442							19435	80829	40370			
			18109		19375		19375		36453							19440	80901	40379			
			18175		19376		19376		36467							19446	80903	41003			
			18195		19380		19380		36477							19454	80904	41031			
			18201		19381		19381		42301							19464	80905	40361			
			18210		19382		19382		42303							19465	80906	41039			
			18211		19383		19383		42322							19475	80907	41041			
			18212		19390		19390		42325							19501	80909	41049			
			18216		19395		19395		42327							19503	80910	41093			
			18218		19397		19397		42343							19504	80912	41179			
			18221		19398		19398		42344							19505	80915	41189			
			18222		19399		19399		42348							19512	80916	40313			
			18223		19401		19401		42350							19525	80917	40351			
			18224		19403		19403		42351							19701	80918	40358			
			18225		19404		19404		42352							19702	80919	40360			
			18229		19405		19405		42355							19706	80920	40371			
			18230		19406		19406		42364							19707	80922	40374			
			18232		19407		19407		42366							19709	80923	40316			
			18234		19408		19408		42368							19711	80925	40322			
			18235		19409		19409		42371							19730	80927	40346			
			18240		19415		19415		42372							19731	80928	40387			
			18244		19420		19420		42376							19733	80929	41301			
			18250		19421		19421		42378							19734	80930	41332			
			18252		19422		19422		42404							19803	80932	41365			
			18254		19423		19423		42406							19807	80933	41311			
			18255		19424		19424		42409							19808	80934	41397			
			18301		19425		19425		42413							19810	80935	40402			
			18302		19426		19426		42420							19884	80936	40447			
			18320		19428		19428		42431							19901	80937	40481			
			18321		19429		19429		42436							19904	80938	40486			
			18322		19430		19430		42437							19938	80939	40409			
			18323		19435		19435		42441							19962	80941	40445			
			18324		19436		19436		42450							19977	80942	40456			
			18325		19437		19437		42451							20007	80946	40419			
			18326		19438		19438		42452							20016	80947	40437			
			18327		19440		19440		42455							20036	80949	40442			
			18328		19441		19441		42456							20105	80950	40484			
			18330		19442		19442		42458							20115	80951	40489			
			18331		19443		19443		42459							20117	80960	40422			
			18332		19444		19444		42461							20120	80962	40440			
			18333		19446		19446		42462							20121	80970	40464			
			18334		19450		19450		47520							20124	80977	40468			
			18335		19451		19451		47523							20129	80995	40330			
			18337		19453		19453		47531							20130	80997	40372			
			18341		19454		19454		47532							20132	80831	40347			
			18342		19455		19455		47537							20135	80908	40383			
			18343		19456		19456		47541							20137	85140	40384			
			18344		19457		19457		47542							20141	85142	40502			
			18346		19462		19462		47550							20143	85143	40503			
			18347		19464		19464		47552							20144	85144	40504			
			18348		19465		19465		47556							20147	85201	40505			
			18349		19470		19470		47575							20148	85202	40506			
			18350		19472		19472		47577							20151	85203	40507			
			18351		19473		19473		47579							20152	85204	40508			
			18352		19474		19474		47584							20155	85205	40509			
			18353		19475		19475		47585							20158	85206	40510			
			18354		19477		19477		47586							20169	85207	40511			
			18355		19478		19478		47588							20175	85208	40513			
			18356		19480		19480		47590							20176	85210	40514			
			18357		19481		19481		47598							20180	85211	40515			
			18360		19482		19482		47601							20184	85212	40516			
			18370		19483		19483		47610							20189	85213	40517			
			18371		19484		19484		47611							20197	85214	40526			
			18372		19485		19485		47612							20198	85215	40536			
			18373		19486		19486		47613							20705	85216	40546			
			18424		19487		19487		47615							20707	85224	40550			
			18445		19488		19488		47616							20720	85225	40598			
			18460		19489		19489		47617							20770	85226	40336			
			18466		19492		19492		47619							20771	85233	40391			
			18602		19493		19493		47620							20774	85234	40385			
			18610		19494		19494		47630							20812	85244	40403			
			18624		19495		19495		47631							20814	85246	40404			
			18641		19496		19496		47633							20815	85248	40475			
			18643		19501		19501		47634							20816	85249	40410			
			18644		19503		19503		47635							20817	85274	40444			
			18651		19505		19505		47637							20818	85275	40461			
			18661		19506		19506		47638							20832	85277	40339			
			18701		19507		19507		47639							20837	85286	40340			
			18702		19508		19508		47647							20850	85295	40356			
			18703		19510		19510		47648							20851	85296	40390			
			18704		19511		19511		47649							20852	85297	40337			
			18705		19512		19512		47654							20854	85298	40353			
			18706		19516		19516		47660							20859	85299	40312			
			18707		19518		19518		47665							20860	85044	40380			
			18708		19519		19519		47670							20861	85045	40311			
			18709		19520		19520		47708							20866	85048	42501			
			18710		19523		19523		47710							20868	85050	42503			
			18711		19525		19525		47711							20874	85054	42518			
			18761		19526		19526		47712							20878	85250	42519			
			18762		19529		19529		47713							20889	85251	42533			
			18763		19533		19533		47714							20892	85252	42544			
			18764		19534		19534		47715							20894	85253	42553			
			18765		19535		19535		47720							20895	85254	42567			
			18766		19536		19536		47722							20896	85255	40729			
			18767		19538		19538		47725							20901	85256	40737			
			18768		19539		19539		27242							20902	85257	40740			
			18769		19540		19540		27281							20904	85258	40741			
			18773		19541		19541		27325							20905	85259	40744			
			18774		19542		19542		27330							20906	85260	40750			
			18901		19544		19544		27332							20910	85261	42528			
			18902		19545		19545		27376							20993	85262	42539			
			18910		19547		19547		27505							21035	85263	42541			
			18911		19548		19548		27521							21093	85264	42565			
			18912		19550		19550		27546							21094	85266	40472			
			18913		19551		19551		28301							21133	85267	41360			
			18914		19554		19554		28303							21139	85268	42516			
			18915		19559		19559		28304							21153	85269	42566			
			18916		19562		19562		28305							21204	85271	40334			
			18917		19564		19564		28306							21207	85351	40350			
			18918		19565		19565		28307							21234	85372	40376			
			18920		19567		19567		28308							21235	85373	40460			
			18921		19602		19602		28310							21252	85374	40533			
			18922		19603		19603		28311							21284	85375	40544			
			18923		19604		19604		28312							21285	85378	40622			
			18924		19606		19606		28314							21286	85379	40620			
			18925		19607		19607		28315							22015	85387	40618			
			18926		19608		19608		28318							22030	85388	40603			
			18927		19609		19609		28320							22031	21917	40342			
			18928		19610		19610		28323							22032	21911	40524			
			18929		19611		19611		28326							22033	21918	40523			
			18930		19612		19612		28327							22035	21904	40522			
